objectid,parentid,filename,title,creator,description,date,subject,location,latitude,longitude,format,type,image_thumb,image_small,object_location,source,identifier,language,rights,rightsstatement,collection
sns_1994_colored_pr,,sns_1994_colored_pr.pdf,"Program for The Colored Museum, 1994",Scotch'n'Soda Theatre,,1994,Program,,,,application/pdf,Text,objects/thumbs/sns_1994_colored_pr_th.jpg,objects/small/sns_1994_colored_pr_sm.jpg,/objects/sns_1994_colored_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1994_colored_tx,,sns_1994_colored_tx.pdf,"Ticket for The Colored Museum, 1994",Scotch'n'Soda Theatre,,1994,Ticket,,,,application/pdf,Image,objects/thumbs/sns_1994_colored_tx_th.jpg,objects/small/sns_1994_colored_tx_sm.jpg,/objects/sns_1994_colored_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1994_dancing_pr,,sns_1994_dancing_pr.pdf,"Program for Dancing in the Footsteps of My Grandmother's Ghost, 1994",Scotch'n'Soda Theatre,,1994,Program,,,,application/pdf,Text,objects/thumbs/sns_1994_dancing_pr_th.jpg,objects/small/sns_1994_dancing_pr_sm.jpg,/objects/sns_1994_dancing_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1994_dancing_po,,sns_1994_dancing_po.pdf,"Poster for Dancing in the Footsteps of My Grandmother's Ghost, 1994",Scotch'n'Soda Theatre,,1994,Poster,,,,application/pdf,Image,objects/thumbs/sns_1994_dancing_po_th.jpg,objects/small/sns_1994_dancing_po_sm.jpg,/objects/sns_1994_dancing_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1994_nemeses_pr,,sns_1994_nemeses_pr.pdf,"Program for Nemeses, 1994",Scotch'n'Soda Theatre,,1994,Program,,,,application/pdf,Text,objects/thumbs/sns_1994_nemeses_pr_th.jpg,objects/small/sns_1994_nemeses_pr_sm.jpg,/objects/sns_1994_nemeses_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1994_nemeses_tx_0001,,sns_1994_nemeses_tx_0001.pdf,"Ticket for Nemeses, 1994",Scotch'n'Soda Theatre,,1994,Ticket,,,,application/pdf,Image,objects/thumbs/sns_1994_nemeses_tx_0001_th.jpg,objects/small/sns_1994_nemeses_tx_0001_sm.jpg,/objects/sns_1994_nemeses_tx_0001.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1994_nemeses_tx_0002,,sns_1994_nemeses_tx_0002.pdf,"Ticket for Nemeses, 1994",Scotch'n'Soda Theatre,,1994,Ticket,,,,application/pdf,Text,objects/thumbs/sns_1994_nemeses_tx_0002_th.jpg,objects/small/sns_1994_nemeses_tx_0002_sm.jpg,/objects/sns_1994_nemeses_tx_0002.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1994_nemeses_po,,sns_1994_nemeses_po.pdf,"Poster for Nemeses, 1994",Scotch'n'Soda Theatre,,1994,Poster,,,,application/pdf,Text,objects/thumbs/sns_1994_nemeses_po_th.jpg,objects/small/sns_1994_nemeses_po_sm.jpg,/objects/sns_1994_nemeses_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1995_woods_pr,,sns_1995_woods_pr.pdf,"Program for Into the Woods, 1995",Scotch'n'Soda Theatre,,1995,Program,,,,application/pdf,Text,objects/thumbs/sns_1995_woods_pr_th.jpg,objects/small/sns_1995_woods_pr_sm.jpg,/objects/sns_1995_woods_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1995_woods_tx,,sns_1995_woods_tx.pdf,"Ticket for Into the Woods, 1995",Scotch'n'Soda Theatre,,1995,Ticket,,,,application/pdf,Text,objects/thumbs/sns_1995_woods_tx_th.jpg,objects/small/sns_1995_woods_tx_sm.jpg,/objects/sns_1995_woods_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1995_woods_po,,sns_1995_woods_po.pdf,"Poster for Into the Woods, 1995",Scotch'n'Soda Theatre,,1995,Poster,,,,application/pdf,Text,objects/thumbs/sns_1995_woods_po_th.jpg,objects/small/sns_1995_woods_po_sm.jpg,/objects/sns_1995_woods_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1995_lucky_pr,,sns_1995_lucky_pr.pdf,"Program for Lucky Stiff, 1995",Scotch'n'Soda Theatre,,1995,Program,,,,application/pdf,Image,objects/thumbs/sns_1995_lucky_pr_th.jpg,objects/small/sns_1995_lucky_pr_sm.jpg,/objects/sns_1995_lucky_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1995_lucky_po,,sns_1995_lucky_po.pdf,"Poster for Lucky Stiff, 1995",Scotch'n'Soda Theatre,,1995,Poster,,,,application/pdf,Text,objects/thumbs/sns_1995_lucky_po_th.jpg,objects/small/sns_1995_lucky_po_sm.jpg,/objects/sns_1995_lucky_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1995_sun_pr,,sns_1995_sun_pr.pdf,"Program for Sun Country, 1995",Scotch'n'Soda Theatre,,1995,Program,,,,application/pdf,,objects/thumbs/sns_1995_sun_pr_th.jpg,objects/small/sns_1995_sun_pr_sm.jpg,/objects/sns_1995_sun_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1995_sun_po,,sns_1995_sun_po.pdf,"Poster for Sun Country, 1995",Scotch'n'Soda Theatre,,1995,Poster,,,,application/pdf,,objects/thumbs/sns_1995_sun_po_th.jpg,objects/small/sns_1995_sun_po_sm.jpg,/objects/sns_1995_sun_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1996_living_pr,,sns_1996_living_pr.pdf,"Program for The Living Room, 1996",Scotch'n'Soda Theatre,,1996,Program,,,,application/pdf,,objects/thumbs/sns_1996_living_pr_th.jpg,objects/small/sns_1996_living_pr_sm.jpg,/objects/sns_1996_living_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1996_living_tx,,sns_1996_living_tx.pdf,"Ticket for The Living Room, 1996",Scotch'n'Soda Theatre,,1996,Ticket,,,,application/pdf,,objects/thumbs/sns_1996_living_tx_th.jpg,objects/small/sns_1996_living_tx_sm.jpg,/objects/sns_1996_living_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1996_chess_pr,,sns_1996_chess_pr.pdf,"Program for Chess, 1996",Scotch'n'Soda Theatre,,1996,Program,,,,application/pdf,,objects/thumbs/sns_1996_chess_pr_th.jpg,objects/small/sns_1996_chess_pr_sm.jpg,/objects/sns_1996_chess_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1996_chess_tx,,sns_1996_chess_tx.pdf,"Ticket for Chess, 1996",Scotch'n'Soda Theatre,,1996,Ticket,,,,application/pdf,,objects/thumbs/sns_1996_chess_tx_th.jpg,objects/small/sns_1996_chess_tx_sm.jpg,/objects/sns_1996_chess_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_godspell_pr,,sns_1997_godspell_pr.pdf,"Program for Godspell, 1997",Scotch'n'Soda Theatre,,1997,Program,,,,application/pdf,,objects/thumbs/sns_1997_godspell_pr_th.jpg,objects/small/sns_1997_godspell_pr_sm.jpg,/objects/sns_1997_godspell_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_godspell_tx,,sns_1997_godspell_tx.pdf,"Ticket for Godspell, 1997",Scotch'n'Soda Theatre,,1997,Ticket,,,,application/pdf,,objects/thumbs/sns_1997_godspell_tx_th.jpg,objects/small/sns_1997_godspell_tx_sm.jpg,/objects/sns_1997_godspell_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_homecoming_pr,,sns_1997_homecoming_pr.pdf,"Program for A Homecoming Cabaret, 1997",Scotch'n'Soda Theatre,,1997,Program,,,,application/pdf,,objects/thumbs/sns_1997_homecoming_pr_th.jpg,objects/small/sns_1997_homecoming_pr_sm.jpg,/objects/sns_1997_homecoming_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_homecoming_po,,sns_1997_homecoming_po.pdf,"Poster for A Homecoming Cabaret, 1997",Scotch'n'Soda Theatre,,1997,Poster,,,,application/pdf,,objects/thumbs/sns_1997_homecoming_po_th.jpg,objects/small/sns_1997_homecoming_po_sm.jpg,/objects/sns_1997_homecoming_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_last_pr,,sns_1997_last_pr.pdf,"Program for The Last Dancer, 1997",Scotch'n'Soda Theatre,,1997,Program,,,,application/pdf,,objects/thumbs/sns_1997_last_pr_th.jpg,objects/small/sns_1997_last_pr_sm.jpg,/objects/sns_1997_last_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_nature_po,,sns_1997_nature_po.pdf,"Poster for The Nature and Purpose of the Universe, 1997",Scotch'n'Soda Theatre,,1997,Poster,,,,application/pdf,,objects/thumbs/sns_1997_nature_po_th.jpg,objects/small/sns_1997_nature_po_sm.jpg,/objects/sns_1997_nature_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_nature_pr,,sns_1997_nature_pr.pdf,"Program for The Nature and Purpose of the Universe, 1997",Scotch'n'Soda Theatre,,1997,Program,,,,application/pdf,,objects/thumbs/sns_1997_nature_pr_th.jpg,objects/small/sns_1997_nature_pr_sm.jpg,/objects/sns_1997_nature_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_sometimes_pr,,sns_1997_sometimes_pr.pdf,"Program for Sometimes I Wake Up in the Middle of the Night, 1997",Scotch'n'Soda Theatre,,1997,Program,,,,application/pdf,,objects/thumbs/sns_1997_sometimes_pr_th.jpg,objects/small/sns_1997_sometimes_pr_sm.jpg,/objects/sns_1997_sometimes_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_sometimes_tx,,sns_1997_sometimes_tx.pdf,"Ticket for Sometimes I Wake Up in the Middle of the Night, 1997",Scotch'n'Soda Theatre,,1997,Ticket,,,,application/pdf,,objects/thumbs/sns_1997_sometimes_tx_th.jpg,objects/small/sns_1997_sometimes_tx_sm.jpg,/objects/sns_1997_sometimes_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_ugly_pr,,sns_1997_ugly_pr.pdf,"Program for The Ugly Ducking & Here We Are, 1997",Scotch'n'Soda Theatre,,1997,Program,,,,application/pdf,,objects/thumbs/sns_1997_ugly_pr_th.jpg,objects/small/sns_1997_ugly_pr_sm.jpg,/objects/sns_1997_ugly_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1997_ugly_po,,sns_1997_ugly_po.pdf,"Poster for The Ugly Ducking & Here We Are, 1997",Scotch'n'Soda Theatre,,1997,Poster,,,,application/pdf,,objects/thumbs/sns_1997_ugly_po_th.jpg,objects/small/sns_1997_ugly_po_sm.jpg,/objects/sns_1997_ugly_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_arcadia_po,,sns_1998_arcadia_po.pdf,"Poster for Arcadia, 1998",Scotch'n'Soda Theatre,,1998,Poster,,,,application/pdf,,objects/thumbs/sns_1998_arcadia_po_th.jpg,objects/small/sns_1998_arcadia_po_sm.jpg,/objects/sns_1998_arcadia_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_arcadia_pr,,sns_1998_arcadia_pr.pdf,"Program for Arcadia, 1998",Scotch'n'Soda Theatre,,1998,Program,,,,application/pdf,,objects/thumbs/sns_1998_arcadia_pr_th.jpg,objects/small/sns_1998_arcadia_pr_sm.jpg,/objects/sns_1998_arcadia_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_assassins_lp,,sns_1998_assassins_lp.pdf,"Lighting Plot for Assassins, 1998",Scotch'n'Soda Theatre,,1998,Lighting Plot,,,,application/pdf,,objects/thumbs/sns_1998_assassins_lp_th.jpg,objects/small/sns_1998_assassins_lp_sm.jpg,/objects/sns_1998_assassins_lp.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_assassins_pr,,sns_1998_assassins_pr.pdf,"Program for Assassins, 1998",Scotch'n'Soda Theatre,,1998,Program,,,,application/pdf,,objects/thumbs/sns_1998_assassins_pr_th.jpg,objects/small/sns_1998_assassins_pr_sm.jpg,/objects/sns_1998_assassins_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_assassins_tx,,sns_1998_assassins_tx.pdf,"Ticket for Assassins, 1998",Scotch'n'Soda Theatre,,1998,Ticket,,,,application/pdf,,objects/thumbs/sns_1998_assassins_tx_th.jpg,objects/small/sns_1998_assassins_tx_sm.jpg,/objects/sns_1998_assassins_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_improv_po,,sns_1998_improv_po.pdf,"Poster for Improv 98, 1998",Scotch'n'Soda Theatre,,1998,Poster,,,,application/pdf,,objects/thumbs/sns_1998_improv_po_th.jpg,objects/small/sns_1998_improv_po_sm.jpg,/objects/sns_1998_improv_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_improv_pr,,sns_1998_improv_pr.pdf,"Program for Improv 98, 1998",Scotch'n'Soda Theatre,,1998,Program,,,,application/pdf,,objects/thumbs/sns_1998_improv_pr_th.jpg,objects/small/sns_1998_improv_pr_sm.jpg,/objects/sns_1998_improv_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_much_pr,,sns_1998_much_pr.pdf,"Program for Much Ado About Nothing, 1998",Scotch'n'Soda Theatre,,1998,Program,,,,application/pdf,,objects/thumbs/sns_1998_much_pr_th.jpg,objects/small/sns_1998_much_pr_sm.jpg,/objects/sns_1998_much_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_radio_pr,,sns_1998_radio_pr.pdf,"Program for The 1940's Radio Hour, 1998",Scotch'n'Soda Theatre,,1998,Program,,,,application/pdf,,objects/thumbs/sns_1998_radio_pr_th.jpg,objects/small/sns_1998_radio_pr_sm.jpg,/objects/sns_1998_radio_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_radio_po_0001,,sns_1998_radio_po_0001.pdf,"Poster for The 1940's Radio Hour, 1998",Scotch'n'Soda Theatre,,1998,Poster,,,,application/pdf,,objects/thumbs/sns_1998_radio_po_0001_th.jpg,objects/small/sns_1998_radio_po_0001_sm.jpg,/objects/sns_1998_radio_po_0001.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_radio_po_0002,,sns_1998_radio_po_0002.pdf,"Poster for The 1940's Radio Hour, 1998",Scotch'n'Soda Theatre,,1998,Poster,,,,application/pdf,,objects/thumbs/sns_1998_radio_po_0002_th.jpg,objects/small/sns_1998_radio_po_0002_sm.jpg,/objects/sns_1998_radio_po_0002.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_radio_po_0003,,sns_1998_radio_po_0003.pdf,"Poster for The 1940's Radio Hour, 1998",Scotch'n'Soda Theatre,,1998,Poster,,,,application/pdf,,objects/thumbs/sns_1998_radio_po_0003_th.jpg,objects/small/sns_1998_radio_po_0003_sm.jpg,/objects/sns_1998_radio_po_0003.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_radio_po_0004,,sns_1998_radio_po_0004.pdf,"Poster for The 1940's Radio Hour, 1998",Scotch'n'Soda Theatre,,1998,Poster,,,,application/pdf,,objects/thumbs/sns_1998_radio_po_0004_th.jpg,objects/small/sns_1998_radio_po_0004_sm.jpg,/objects/sns_1998_radio_po_0004.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1998_radio_po_0005,,sns_1998_radio_po_0005.pdf,"Poster for The 1940's Radio Hour, 1998",Scotch'n'Soda Theatre,,1998,Poster,,,,application/pdf,,objects/thumbs/sns_1998_radio_po_0005_th.jpg,objects/small/sns_1998_radio_po_0005_sm.jpg,/objects/sns_1998_radio_po_0005.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
